objective_id,domain,domain_weight_pct,service,objective,trigger,correct,why,distractors
SAA-109,Performance,24,EC2 Performance,Provide low-latency cluster networking,tightly coupled HPC nodes need high bisection bandwidth,Use a cluster placement group with compatible enhanced-networking instances,Cluster placement places instances close together for low-latency networking.,Use a spread placement group across many AZs | Use public IP routing | Use SQS between MPI nodes
SAA-110,Performance,24,EC2 Performance,Improve network packet processing,high-throughput network appliance needs enhanced networking,Use supported instances with ENA and appropriate sizing,"ENA provides high bandwidth, packet rate, and lower latency.",Disable enhanced networking | Use EBS snapshots | Use IAM Identity Center
SAA-111,Performance,24,EBS and File Systems,Tune general-purpose EBS independently,application needs adjustable IOPS and throughput at lower cost,Use gp3 and configure IOPS and throughput,gp3 decouples performance settings from volume size.,Use magnetic standard volumes | Use S3 Glacier | Use Route 53 weighted routing
SAA-112,Performance,24,EBS and File Systems,Support sustained high-IOPS database storage,latency-sensitive database requires provisioned consistent IOPS,Use io2 or io2 Block Express where supported,Provisioned IOPS volumes target demanding low-latency workloads.,Use st1 throughput volumes | Use instance store without durability requirements considered | Use CloudFront
SAA-113,Performance,24,EBS and File Systems,Support sequential throughput workload,large streaming or log workload needs low-cost HDD throughput,Use st1 throughput-optimized HDD,st1 is designed for frequently accessed throughput-oriented data.,Use sc1 for active high-throughput data | Use io2 for lowest cost | Use an SQS queue
SAA-114,Performance,24,EBS and File Systems,Provide high-performance parallel file access,HPC or analytics workload reads S3 data with a parallel file system,Use FSx for Lustre linked to S3,FSx for Lustre provides parallel high-throughput access and S3 integration.,Use EFS One Zone for HPC scratch at any scale | Use S3 website hosting | Use DynamoDB DAX
SAA-115,Performance,24,EBS and File Systems,Serve mixed NFS and SMB protocols,applications need one managed file system for Linux and Windows protocols,Use FSx for NetApp ONTAP,ONTAP supports multiprotocol NFS and SMB access.,Use EFS for SMB | Use FSx for Lustre for native SMB shares | Use EBS snapshots
SAA-116,Performance,24,RDS Performance,Reduce repeated relational reads,same database rows are requested frequently,Use ElastiCache and a cache-aside pattern,In-memory caching removes repeat queries from the database.,Enable Multi-AZ only | Increase backup retention | Use S3 replication
SAA-117,Performance,24,RDS Performance,Pool serverless database connections,many Lambda functions create excessive RDS connections,Use Amazon RDS Proxy,RDS Proxy pools and reuses connections and improves failover handling.,Open one new connection per invocation indefinitely | Use a NAT gateway as a proxy | Use Route 53 Resolver
SAA-118,Performance,24,RDS Performance,Scale Aurora reads,read-heavy Aurora workload needs elastic read capacity,Add Aurora Replicas and use the reader endpoint or Aurora Auto Scaling,Replicas and the reader endpoint distribute read traffic.,Send reads to the cluster writer only | Use snapshots | Use S3 Transfer Acceleration
SAA-119,Performance,24,RDS Performance,Improve database storage throughput,RDS workload has storage latency bottleneck,"Select appropriate storage type, provisioned IOPS, and instance class after measuring metrics","Database performance depends on balanced compute, memory, storage, and workload design.",Enable Multi-AZ solely for read throughput | Use CloudFront | Use IAM users
SAA-120,Performance,24,RDS Performance,Reduce cross-region read latency,global read-mostly relational application needs local reads,Use Aurora Global Database secondary clusters or suitable cross-region read replicas,Regional replicas serve reads closer to users.,Use one-region Multi-AZ only | Use a larger writer only | Use a public IP
SAA-121,Performance,24,DynamoDB,Handle unpredictable DynamoDB traffic,table traffic is variable and capacity planning is difficult,Use DynamoDB on-demand capacity mode,On-demand automatically accommodates traffic without provisioned capacity planning.,Use a fixed low provisioned capacity | Use RDS Multi-AZ | Use EFS
SAA-122,Performance,24,DynamoDB,Optimize partition distribution,DynamoDB workload has hot partitions,Choose a high-cardinality partition key and distribute writes,Uniform key distribution spreads requests across partitions.,Use one constant partition key | Increase item size unnecessarily | Use security groups
SAA-123,Performance,24,DynamoDB,Accelerate repeated DynamoDB reads,microsecond cached reads are required,Use DynamoDB Accelerator (DAX),DAX provides a managed in-memory cache compatible with DynamoDB APIs.,Use RDS Proxy | Use CloudFront for arbitrary table queries | Use EBS Multi-Attach
SAA-124,Performance,24,DynamoDB,Query by alternate key,application needs efficient access using a nonprimary attribute,Create a global secondary index with an appropriate key,A GSI supports efficient queries using an alternate partition and sort key.,Scan the whole table for every request | Use an S3 index file | Use a security group
SAA-125,Performance,24,DynamoDB,Process item changes,application needs an ordered record of DynamoDB modifications,Enable DynamoDB Streams and consume with Lambda or another service,Streams capture item-level changes for event-driven processing.,Poll full table scans every second | Use CloudTrail as the data stream | Use Route 53
SAA-126,Performance,24,Serverless Performance,Reduce Lambda cold-start impact,latency-sensitive function has initialization delays,Use provisioned concurrency and optimize deployment package and initialization,Provisioned concurrency keeps initialized execution environments ready.,Increase function timeout only | Use reserved concurrency as a cold-start guarantee | Use S3 Glacier
SAA-127,Performance,24,Serverless Performance,Choose Lambda memory for CPU performance,function is CPU-bound and slow,Increase memory and benchmark because CPU allocation scales with memory,Lambda allocates more CPU with higher memory settings.,Set minimum memory for every workload | Use a larger NAT gateway | Use Route 53
SAA-128,Performance,24,Serverless Performance,Process SQS efficiently with Lambda,queue-backed function needs controlled concurrency and batching,"Tune event source batch size, batch window, visibility timeout, and maximum concurrency","Event-source settings balance throughput, retries, and downstream pressure.",Set visibility timeout shorter than function runtime | Invoke one function manually per message | Use CloudFront
SAA-129,Performance,24,Serverless Performance,Stream large payloads without API timeout,long-running request exceeds synchronous API limits,"Use asynchronous processing with SQS, Step Functions, or direct service integration",Asynchronous architecture decouples client response from long work.,Increase API Gateway timeout without limit | Keep the HTTP connection open for hours | Use DNS failover
SAA-130,Performance,24,Serverless Performance,Cache API responses,API Gateway receives repeatable read requests,Enable API Gateway caching where appropriate or place CloudFront in front,Managed caching reduces backend calls and latency.,Disable all cache headers | Use EBS snapshots | Use an SCP
SAA-131,Performance,24,Analytics,Query S3 without loading data,analysts need SQL over files in S3,Use Amazon Athena,Athena performs serverless SQL queries directly against S3 data.,Load every query into RDS first | Use DynamoDB DAX | Use EFS
SAA-132,Performance,24,Analytics,Query S3 from Redshift,warehouse queries must join local tables with archived S3 data,Use Redshift Spectrum,Spectrum queries external S3 tables from Redshift.,Copy all archive data into every compute node manually | Use Route 53 | Use CloudFront signed URLs
SAA-133,Performance,24,Analytics,Optimize Redshift query performance,large warehouse queries need parallel columnar execution,"Use appropriate distribution styles, sort keys, compression, and workload management",Physical design and workload management reduce data movement and scans.,Use row-oriented heap tables only | Use S3 Glacier as active block storage | Use security groups
SAA-134,Performance,24,Analytics,Catalog and transform data,serverless ETL needs schema discovery and incremental processing,"Use AWS Glue crawlers, Data Catalog, jobs, and job bookmarks",Glue provides managed metadata and ETL; bookmarks avoid reprocessing.,Use CloudTrail for ETL | Use NAT Gateway logs | Use Route 53 health checks
SAA-135,Performance,24,Analytics,Deliver streaming records to destinations,"stream data should reach S3, Redshift, or OpenSearch with minimal operations",Use Amazon Data Firehose,"Firehose buffers, transforms optionally, and delivers streams to supported destinations.",Manage custom EC2 consumers only for simple delivery | Use EBS snapshots | Use an ALB
SAA-136,Performance,24,Networking Performance,Increase hybrid bandwidth,on-premises connectivity needs consistent high throughput,Use AWS Direct Connect with suitable capacity and redundancy,Direct Connect provides dedicated connectivity with more consistent performance than internet VPN alone.,Use a single consumer VPN over congested internet | Use S3 lifecycle | Use an IAM role
SAA-137,Performance,24,Networking Performance,Aggregate many VPC connections,large network needs scalable hub-and-spoke routing,Use AWS Transit Gateway,Transit Gateway centralizes routing among many VPC and hybrid attachments.,Create a full mesh of VPC peering connections | Use a single NAT instance as router | Use CloudFront
SAA-138,Performance,24,Networking Performance,Scale NAT egress across AZs,private workloads need resilient high-volume internet egress,Deploy a NAT gateway per AZ and route same-AZ private subnets to it,Per-AZ NAT design avoids cross-AZ dependency and data charges.,Use one NAT gateway for all regions | Put NAT gateway in a private subnet | Use an internet gateway directly on private instances
SAA-139,Performance,24,Networking Performance,Improve S3 upload throughput,very large object upload must use parallel parts and resume failures,Use S3 multipart upload,Multipart upload parallelizes parts and retries failed parts independently.,Upload one multi-terabyte PUT request | Use DynamoDB Streams | Use Route 53
SAA-140,Performance,24,Networking Performance,Resolve network bottlenecks,application needs visibility into accepted and rejected VPC traffic,"Enable VPC Flow Logs and analyze with CloudWatch Logs, S3, or Athena",Flow Logs provide network-flow metadata for diagnosis and capacity analysis.,Use CloudTrail as packet capture | Use KMS aliases | Use S3 versioning
SAA-141,Performance,24,Containers Performance,Scale ECS services by demand,container tasks should scale with request or queue metrics,Use ECS Service Auto Scaling with target tracking or step scaling,Service Auto Scaling adjusts task desired count from CloudWatch metrics.,Resize one task manually every day | Use S3 lifecycle | Use Route 53 only
SAA-142,Performance,24,Containers Performance,Avoid image pull delays,container launches are slow due to large images,"Use smaller layered images, regional ECR, and image caching or SOCI where applicable",Optimized images and pull mechanisms reduce startup time.,Add unused packages to the image | Store images in Glacier | Use an EBS snapshot as registry
SAA-143,Performance,24,Containers Performance,Run bursty containers without host management,short-lived container jobs need elastic compute,Use ECS on Fargate or AWS Batch according to job orchestration needs,Managed compute removes server provisioning and scales per task or job.,Maintain fixed oversized EC2 hosts only | Use CloudFront | Use IAM Identity Center
SAA-144,Performance,24,Containers Performance,Scale Kubernetes pods and nodes,EKS workload needs pod and infrastructure elasticity,Use HPA or KEDA for pods and Cluster Autoscaler or Karpenter for nodes,Separate pod and node scaling responds to workload and scheduling demand.,Use only a larger control plane | Use Route 53 weighted routing | Use S3 Object Lock
SAA-145,Performance,24,Containers Performance,Improve service-to-service discovery,container services need dynamic private discovery,Use AWS Cloud Map or ECS Service Connect,Managed discovery tracks changing task endpoints and provides service connectivity.,Hardcode task IP addresses | Use public DNS for every internal request | Use EBS snapshots
SAA-146,Performance,24,Data Transfer Performance,Transfer NFS data quickly,on-premises NFS data needs accelerated parallel migration,Use AWS DataSync with an agent near the source,DataSync parallelizes and optimizes network transfer with verification.,Use DMS for files | Use CloudFront downloads | Use Route 53 Resolver
SAA-147,Performance,24,Data Transfer Performance,Transfer SMB data quickly,"Windows file shares need migration to S3, EFS, or FSx",Use AWS DataSync with an SMB location and required agent,DataSync supports SMB transfers and preserves selected metadata.,Use DynamoDB export | Use an ALB | Use Kinesis Data Streams
SAA-148,Performance,24,Data Transfer Performance,Move data between AWS storage services,large recurring AWS-to-AWS storage transfer needs managed scheduling and verification,Use AWS DataSync; an agent is often unnecessary for supported AWS service pairs,DataSync manages transfer tasks and validation within the AWS network.,Download and upload through a laptop | Use DMS for every file | Use Route 53
SAA-149,Performance,24,Data Transfer Performance,Optimize DMS full load,database migration full load is slower than required,"Tune replication capacity, parallel load settings, table mappings, and target indexes based on documentation","DMS throughput depends on replication resources, source, target, network, and task settings.",Enable CloudFront | Use an S3 lifecycle rule | Use a NAT instance only
SAA-150,Performance,24,Data Transfer Performance,Reduce DMS CDC latency,ongoing replication lags behind source changes,"Monitor CDCLatencySource and CDCLatencyTarget, size capacity, and address source or target bottlenecks",The latency metrics separate capture delay from target-apply delay.,Restart full load repeatedly | Use S3 Transfer Acceleration | Use Route 53 latency routing
SAA-151,Cost,20,EC2 Cost,Run interruptible batch cheaply,fault-tolerant flexible jobs can be interrupted,Use EC2 Spot Instances or AWS Batch with Spot,Spot uses spare capacity at steep discounts for interruption-tolerant work.,Use Dedicated Hosts | Use On-Demand only without evaluating flexibility | Use provisioned IOPS
SAA-152,Cost,20,EC2 Cost,Discount steady compute usage,baseline compute is predictable for one or three years,Purchase Savings Plans or Reserved Instances according to flexibility needs,Commitment discounts reduce cost for predictable usage.,Use Spot for a noninterruptible singleton without recovery | Use Dedicated Hosts by default | Use S3 Standard
SAA-153,Cost,20,EC2 Cost,Avoid idle development instances,nonproduction instances are used only during business hours,Schedule start and stop and use rightsizing recommendations,Turning off idle compute eliminates unnecessary runtime charges.,Run 24x7 at peak size | Use larger instances | Use Multi-AZ solely for cost reduction
SAA-154,Cost,20,EC2 Cost,Choose burstable instances,small workload has low average CPU with occasional bursts,Use a burstable T-family instance when credit behavior fits,Burstable instances are cost-effective for low baseline utilization.,Use compute-optimized maximum size | Use Dedicated Hosts | Use io2 Block Express
SAA-155,Cost,20,EC2 Cost,License existing software efficiently,commercial software licensing requires host affinity or BYOL control,Evaluate Dedicated Hosts and license-aware placement when required,Dedicated Hosts can support eligible per-socket or per-core licensing models.,Use a NAT gateway for licensing | Use CloudFront | Use S3 One Zone-IA
SAA-156,Cost,20,S3 Cost,Archive rarely accessed data,data retained for years and rarely retrieved,Use S3 Glacier Deep Archive,Deep Archive offers the lowest S3 storage cost with long retrieval times.,Use S3 Standard | Use EFS Standard | Use io2
SAA-157,Cost,20,S3 Cost,Optimize unknown access patterns,object access frequency changes unpredictably,Use S3 Intelligent-Tiering,Intelligent-Tiering automatically moves eligible objects among access tiers.,Keep everything in Standard forever | Use One Zone-IA for irreplaceable data automatically | Use EBS
SAA-158,Cost,20,S3 Cost,Transition aging data,objects become less frequently accessed over time,Use an S3 Lifecycle configuration,Lifecycle rules transition or expire objects based on age and other filters.,Run a daily EC2 script to copy all objects manually | Use Route 53 | Use KMS rotation
SAA-159,Cost,20,S3 Cost,Reduce cost for reproducible infrequent data,data can be recreated and does not require multi-AZ resilience,Use S3 One Zone-IA when retrieval and minimum-duration charges fit,One Zone-IA costs less by storing data in one AZ.,Use it for the only copy of critical backups | Use S3 Standard for known archival only | Use EFS
SAA-160,Cost,20,S3 Cost,Reduce small-object archival overhead,millions of tiny objects are expensive to transition and retrieve,Aggregate objects or evaluate storage-class minimum size and duration economics,Request and minimum-size charges can dominate small-object storage cost.,Transition every tiny temporary object immediately without analysis | Use larger KMS keys | Use Route 53
SAA-161,Cost,20,Database Cost,Reduce variable DynamoDB cost,table traffic is unpredictable and often low,Use on-demand capacity and evaluate auto scaling or reserved capacity for stable workloads,Capacity mode should match predictability and utilization.,Provision permanent peak capacity | Use Multi-AZ RDS | Use EBS io2
SAA-162,Cost,20,Database Cost,Pause infrequently used Aurora,development database has long idle periods,"Use Aurora Serverless v2 scaling and supported minimum capacity, or schedule/stop eligible databases",Elastic capacity or stopping reduces idle database cost.,Run the largest provisioned cluster continuously | Add more replicas | Use a Dedicated Host
SAA-163,Cost,20,Database Cost,Offload reads cost-effectively,database writer is oversized because of read traffic,Use read replicas or caching and rightsize the writer,Separating reads or caching can avoid scaling the primary vertically.,Enable Multi-AZ only and expect read scaling on passive standby | Increase retention | Use S3 Glacier
SAA-164,Cost,20,Database Cost,Choose Aurora I/O pricing model,Aurora workload has high I/O charges and predictable characteristics,Compare Aurora Standard and I/O-Optimized using measured I/O cost,I/O-Optimized can lower total cost for I/O-intensive workloads.,Always choose one model regardless of workload | Use DynamoDB DAX for Aurora | Use CloudFront
SAA-165,Cost,20,Database Cost,Retire unused database snapshots,old manual snapshots accumulate indefinitely,Apply retention governance and delete unneeded manual snapshots after validation,Manual snapshots persist and incur storage until deleted.,Disable all backups | Delete the only recovery copy | Increase instance size
SAA-166,Cost,20,Network Cost,Avoid NAT charges for AWS services,private workloads access S3 or DynamoDB frequently,Use gateway VPC endpoints for S3 and DynamoDB,Gateway endpoints avoid NAT processing and internet paths.,Route through NAT gateway | Assign public IPs to all instances | Use Global Accelerator
SAA-167,Cost,20,Network Cost,Avoid cross-AZ NAT charges,private subnets in many AZs use one NAT gateway,Use a NAT gateway in each AZ with same-AZ routing,This avoids cross-AZ data transfer and improves resilience.,Send every AZ through one remote NAT gateway | Put NAT gateway in a private subnet | Use Direct Connect gateway
SAA-168,Cost,20,Network Cost,Reduce internet data transfer,global users download repeated content,Use CloudFront caching,CloudFront reduces origin egress and can have favorable transfer pricing.,Serve every request directly from EC2 | Use a larger database | Use EBS snapshots
SAA-169,Cost,20,Network Cost,Reduce hybrid transfer cost,large steady on-premises traffic uses internet egress,Evaluate Direct Connect pricing and keep resources in appropriate regions,Dedicated connectivity and regional placement can reduce transfer cost at scale.,Use cross-region paths unnecessarily | Use NAT gateways in series | Use S3 versioning
SAA-170,Cost,20,Network Cost,Avoid inter-region transfer,chatty tiers are deployed in different regions without a resilience requirement,Co-locate tightly coupled tiers in the same region and often the same AZ where resilience permits,Inter-region and cross-AZ traffic can add transfer charges.,Scatter all components globally by default | Use Global Accelerator for internal database calls | Use CloudTrail
SAA-171,Cost,20,Serverless and Containers Cost,Optimize Lambda cost,function duration and memory are inefficient,"Use AWS Lambda Power Tuning and optimize code, memory, and architecture",Benchmarking identifies the lowest-cost configuration for required performance.,Always select maximum memory without measuring | Keep idle EC2 hosts for every function | Use Dedicated Hosts
SAA-172,Cost,20,Serverless and Containers Cost,Use Graviton for compatible workloads,compute workload can run on Arm architecture,"Use Graviton-based EC2, RDS, or container compute where supported",Graviton often provides better price-performance for compatible workloads.,Emulate x86 unnecessarily | Use GPU instances | Use io2
SAA-173,Cost,20,Serverless and Containers Cost,Reduce Fargate steady-state cost,large stable container service runs continuously,"Compare Fargate Savings Plans, Graviton, and EC2 capacity for the utilization pattern",Steady workloads may benefit from commitments or EC2-based density.,Use only Fargate Spot for noninterruptible critical tasks | Use one task per host with no bin packing | Use S3 Glacier
SAA-174,Cost,20,Serverless and Containers Cost,Run fault-tolerant Fargate tasks cheaply,interruptible container workers process queued jobs,Use Fargate Spot with standard Fargate fallback where needed,Fargate Spot reduces compute cost for interruption-tolerant tasks.,Use it for singleton stateful databases | Use Dedicated Hosts | Use provisioned IOPS
SAA-175,Cost,20,Serverless and Containers Cost,Reduce API idle cost,low-traffic API does not justify always-on servers,Use API Gateway with Lambda or another pay-per-use integration,Serverless request-based pricing avoids idle instance cost.,Run a large fixed fleet continuously | Use Direct Connect | Use EFS provisioned throughput
SAA-176,Cost,20,Storage and Backup Cost,Rightsize EBS volumes,volumes have unused capacity or overprovisioned performance,"Use CloudWatch and Compute Optimizer guidance, then modify volume type, size, IOPS, or throughput",EBS elastic volumes allow tuning without replacing the instance in many cases.,Keep oversized io2 forever | Use a NAT gateway | Use Route 53
SAA-177,Cost,20,Storage and Backup Cost,Choose EFS throughput mode,file system has bursty or predictable throughput,"Select elastic, bursting, or provisioned throughput based on measured workload",Correct throughput mode avoids overpaying while meeting demand.,Always use maximum provisioned throughput | Use S3 Object Lock | Use a Dedicated Host
SAA-178,Cost,20,Storage and Backup Cost,Move cold EFS files,most files become infrequently accessed,Enable EFS lifecycle management to IA or Archive classes,Lifecycle management reduces cost for cold file data.,Copy files manually to instance store | Use Route 53 failover | Use KMS aliases
SAA-179,Cost,20,Storage and Backup Cost,Centralize snapshot retention,many teams retain snapshots indefinitely,Use AWS Backup policies and lifecycle rules to cold storage or expiration,Central policies enforce consistent retention and reduce sprawl.,Disable all backups | Keep every hourly snapshot forever | Use CloudFront
SAA-180,Cost,20,Storage and Backup Cost,Avoid duplicate backup copies,multiple overlapping backup tools protect the same resources,Inventory recovery requirements and consolidate schedules in AWS Backup where suitable,Removing redundant copies lowers storage cost without sacrificing defined recovery objectives.,Delete backups without testing | Keep every tool at maximum retention | Use Global Accelerator
SAA-181,Cost,20,Observability and Governance Cost,Set proactive budget alerts,teams must know before monthly spend exceeds limits,Use AWS Budgets with actual and forecast alerts,Budgets tracks spend and usage against thresholds.,Use CloudTrail only | Use security groups | Use Route 53
SAA-182,Cost,20,Observability and Governance Cost,Detect cost anomalies,unexpected service-level spending must be identified automatically,Use AWS Cost Anomaly Detection,The service models normal spend and alerts on unusual changes.,Review invoices once a year | Use GuardDuty | Use EBS encryption
SAA-183,Cost,20,Observability and Governance Cost,Analyze detailed spend,"finance needs account, service, tag, and usage-level cost analysis",Enable the Cost and Usage Report and query it with Athena or another analytics tool,CUR provides the most detailed billing and usage data.,Use only the EC2 console total | Use CloudFront logs | Use an NACL
SAA-184,Cost,20,Observability and Governance Cost,Allocate shared costs,business units need chargeback by workload,Use enforced cost allocation tags and account or organizational structure,Consistent tags and accounts map usage to owners.,Use random resource names | Share one untagged account | Use S3 ACLs
SAA-185,Cost,20,Observability and Governance Cost,Act on rightsizing recommendations,resources are consistently underutilized,Use AWS Compute Optimizer and validate recommendations against workload requirements,Compute Optimizer analyzes metrics and recommends resource shapes.,Resize solely from one CPU sample | Use Macie | Use Route 53 Resolver
SAA-186,Cost,20,Migration Cost,Choose online file transfer,moderate dataset fits migration window over available network,Use AWS DataSync and schedule transfers,DataSync avoids appliance shipping when bandwidth and time are sufficient.,Use Snowball for a few gigabytes by default | Use DMS for files | Use CloudFront
SAA-187,Cost,20,Migration Cost,Choose offline bulk transfer,very large dataset cannot finish over the network in time,Use AWS Snowball Edge or another Snow Family option,Offline appliances can be cheaper and faster than prolonged network transfer.,Use repeated email attachments | Use Route 53 | Use a NAT gateway only
SAA-188,Cost,20,Migration Cost,Minimize database migration downtime,database is large and business downtime is expensive,Use DMS full load plus CDC and perform a controlled cutover,Ongoing replication reduces the final outage window.,Stop the source for the entire multi-day copy | Use DataSync | Use S3 website hosting
SAA-189,Cost,20,Migration Cost,Avoid overprovisioned DMS capacity,migration task has long idle periods or uncertain capacity needs,Evaluate AWS DMS Serverless or rightsize replication instances,Elastic or right-sized replication avoids paying for unnecessary capacity.,Always choose the largest replication instance | Use a Dedicated Host | Use CloudFront
SAA-190,Cost,20,Migration Cost,Stop migration resources after cutover,DMS replication and staging resources are no longer required,"Validate cutover, then stop or delete unneeded replication resources and snapshots according to retention policy",Migration infrastructure continues incurring charges after project completion.,Leave all tasks running forever | Delete all audit records | Use Route 53 latency routing
SAA-191,Cost,20,Architecture Tradeoffs,Choose managed services to reduce operations,small team cannot maintain undifferentiated infrastructure,Use managed or serverless services when their total cost is lower,"Total cost includes labor, patching, availability engineering, and idle capacity.",Choose self-managed clusters solely on hourly price | Ignore operational effort | Use Dedicated Hosts everywhere
SAA-192,Cost,20,Architecture Tradeoffs,Avoid premature multi-region,workload has no regional RTO requirement but is duplicated globally,Use Multi-AZ in one region and add multi-region only when justified by requirements,"Regional duplication adds compute, storage, data-transfer, and operational cost.",Deploy active-active globally by default | Use one AZ only for all critical workloads | Disable backups
SAA-193,Cost,20,Architecture Tradeoffs,Match DR strategy to objectives,business specifies relaxed RTO and RPO,"Choose backup-and-restore, pilot light, warm standby, or active-active based on measured objectives",DR cost rises as RTO and RPO become more aggressive.,Always select active-active | Always select backup-only | Ignore recovery testing
SAA-194,Cost,20,Architecture Tradeoffs,Use caching before vertical scaling,backend repeatedly computes identical results,Add a suitable cache and rightsize backend capacity,Caching can reduce expensive repeated compute and database work.,Scale every backend to maximum size | Use Multi-AZ as a cache | Use S3 Object Lock
SAA-195,Cost,20,Architecture Tradeoffs,Use lifecycle cleanup for temporary resources,ephemeral artifacts and logs accumulate,Apply expiration policies and automated cleanup with safeguards,Automated retention prevents indefinite storage growth.,Keep all temporary files forever | Delete compliance records immediately | Use Global Accelerator
SAA-196,Security,30,Advanced Identity,Require MFA for privileged actions,administrators must use a second factor before sensitive API calls,Use IAM policy conditions that require aws:MultiFactorAuthPresent and enforce MFA-enabled access paths,MFA conditions can deny privileged actions when the session lacks MFA context.,Rely on password complexity alone | Use a security group | Use S3 versioning
SAA-197,Security,30,Advanced Identity,Limit delegated role creation,developers may create roles but must not exceed an approved permission ceiling,Require a permissions boundary on delegated IAM roles,A permissions boundary limits the maximum effective permissions of roles users create.,Use an SCP only inside one IAM user | Give developers AdministratorAccess | Use a network ACL
SAA-198,Security,30,Advanced Identity,Prevent confused deputy access,third-party SaaS assumes a customer role across many accounts,Require a unique external ID in the role trust policy,The external ID helps prevent another customer from tricking the third party into assuming the role.,Share root credentials | Use an Elastic IP allowlist only | Use a bucket ACL
SAA-199,Security,30,Advanced Identity,Restrict role session duration,temporary privileged sessions must expire quickly,Set the role maximum session duration and request an appropriately short session,STS role credentials expire automatically according to configured session limits.,Create permanent IAM users | Store access keys in Secrets Manager forever | Use Route 53 TTL
SAA-200,Security,30,Advanced Identity,Control federated session attributes,authorization depends on department and project attributes from the identity provider,Use session tags and ABAC policies,Session tags carry identity attributes into policy evaluation for attribute-based access control.,Create one IAM user per attribute combination | Use security groups for business attributes | Use S3 lifecycle rules
SAA-201,Security,30,Data Protection,Encrypt data before upload,organization requires encryption under application-controlled keys before data reaches AWS,Use client-side encryption with an approved key-management process,Client-side encryption protects data before transmission and leaves key control with the application.,Use HTTP with SSE-S3 | Use a public bucket | Use an NACL
SAA-202,Security,30,Data Protection,Restrict KMS use by context,a KMS key should decrypt only objects from a particular S3 bucket,Use KMS encryption-context conditions in the key policy,Encryption context can bind cryptographic authorization to expected resource metadata.,Use only the key alias name | Use a security group | Use Route 53 DNSSEC
SAA-203,Security,30,Data Protection,Separate key administration from key use,security administrators manage keys but application operators may encrypt and decrypt,Use distinct KMS key administrators and key users in the key policy,Separation of duties prevents key administrators from automatically receiving data-use permission.,Give everyone kms:* | Use one root access key | Disable CloudTrail
SAA-204,Security,30,Data Protection,Protect secrets from accidental logging,applications retrieve credentials but must not expose them in logs,Retrieve secrets at runtime and redact secret values from application and tracing logs,Runtime retrieval and redaction reduce credential persistence and leakage.,Print the secret for debugging | Store the secret in user data | Put the secret in a public parameter
SAA-205,Security,30,Data Protection,Discover unencrypted resources,security team needs continuous identification of storage resources without encryption,Use AWS Config managed rules and Security Hub findings,Config and Security Hub can identify and aggregate encryption-compliance findings.,Use CloudFront metrics | Use Route 53 health checks | Use an Auto Scaling policy
SAA-206,Security,30,API and Application Security,Authorize API requests with tokens,API Gateway must validate JWTs issued by a managed user directory,Use an API Gateway JWT or Cognito user-pool authorizer,The authorizer validates tokens before the request reaches the backend.,Create IAM users for every public user | Use an ALB health check | Use a NAT gateway
SAA-207,Security,30,API and Application Security,Protect public APIs from abuse,public API needs per-client quotas and rate controls,"Use API Gateway usage plans, API keys where appropriate, and throttling",Usage plans and throttling constrain request volume; keys identify consuming applications rather than provide full authentication.,Use security groups on public clients | Increase Lambda timeout | Use S3 versioning
SAA-208,Security,30,API and Application Security,Store web session state securely,distributed web tier needs server-side session storage with expiration,"Use ElastiCache or DynamoDB with encryption, least privilege, and TTL as appropriate",A managed shared store avoids local-session dependence and can enforce automatic expiration.,Store sessions on instance store only | Put session IDs in public S3 objects | Use Route 53 weighted records
SAA-209,Security,30,API and Application Security,Validate container images before deployment,organization must block vulnerable or unapproved images,Use ECR image scanning and deployment-policy controls,ECR scanning identifies vulnerabilities and pipeline controls can prevent promotion of failing images.,Use CloudFront signed URLs | Use a NAT gateway | Use S3 lifecycle rules
SAA-210,Security,30,API and Application Security,Protect application secrets in ECS,ECS tasks need database credentials without putting them in task-definition plaintext,Reference Secrets Manager or Parameter Store secrets from the task definition and grant the task role access,ECS can inject or retrieve managed secrets while IAM limits access.,Bake passwords into the image | Use the execution-role access key in code | Publish credentials in environment documentation
SAA-211,Security,30,Logging and Incident Response,Aggregate security findings,security team needs one place for findings from multiple AWS security services,Use AWS Security Hub with delegated administration and organization integration,Security Hub normalizes and aggregates supported findings across accounts and regions.,Use CloudWatch metrics only | Use Route 53 Resolver | Use S3 Transfer Acceleration
SAA-212,Security,30,Logging and Incident Response,Automate finding remediation,specific security findings should trigger repeatable corrective actions,Use EventBridge with Systems Manager Automation or Lambda remediation targets,Event-driven remediation can respond consistently to findings.,Wait for a monthly manual review | Use an EBS snapshot | Use a NAT instance
SAA-213,Security,30,Logging and Incident Response,Investigate unauthorized API calls,"incident responder needs identity, source IP, time, and request parameters",Search CloudTrail Lake or centralized CloudTrail logs,CloudTrail records the API caller and request context needed for investigation.,Use VPC Flow Logs alone for API identity | Use S3 Inventory | Use Route 53 query logs only
SAA-214,Security,30,Logging and Incident Response,Retain logs immutably,audit logs must be protected against alteration for years,"Store them in a dedicated S3 bucket with Object Lock, versioning, encryption, and restrictive policies",Immutable storage and account separation protect evidentiary logs.,Store only on EC2 root volumes | Allow all administrators to delete logs | Expire logs after one day
